ID,Accession Number,Author-Supplied Keywords,Authors,Company/Entity,Cut and Paste,DOI,Document Type,Full Text Word Count,Geographic Terms,ISSN,Notes,People,Publication Model,Reviews & Products,Source,Subject Terms,Title,UR,Full Text (y/n)
PT-0520,148653432,,,,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=148653432&site=ehost-live&scope=site"">'Fake news' – the perfect storm: historical perspectives*.</A> *Database: * Academic Search Premier",10.1093/hisres/htz011,Article,,,0950-3471,,,,,"Historical Research. 2/6/2020, Vol. 93 Issue 259, p172-187. 16p. 3 Color Photographs.",*FAKE news *POLITICAL communication *SOCIAL systems *LIBERALS BRITISH politics & government,'Fake news' – the perfect storm: historical perspectives*.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=148653432&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=148653432&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=148653432&site=ehost-live&scope=site>,n
PT-0521,145959628,culture political psychology sensemaking and society,"Russo, Federico^1 (AUTHOR) Mannarini, Terri^1 (AUTHOR) Salvatore, Sergio^2 (AUTHOR)sergio.salvatore@uniroma1.it",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145959628&site=ehost-live&scope=site"">From the manifestations of culture to the underlying sensemaking process. The contribution of semiotic cultural psychology theory to the interpretation of socio‐political scenario.</A> *Database: * Academic Search Premier",10.1111/jtsb.12235,Article,11759,,0021-8308,,,,,"Journal for the Theory of Social Behaviour. Sep2020, Vol. 50 Issue 3, p301-320. 20p.",*SOCIAL evolution *SOCIAL impact *POLITICAL scientists *SOCIAL change *CULTURE *POLITICAL psychology,From the manifestations of culture to the underlying sensemaking process. The contribution of semiotic cultural psychology theory to the interpretation of socio‐political scenario.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145959628&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145959628&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145959628&site=ehost-live&scope=site>,y
PT-0522,160001616,evidence‐based policy policymaking politics public health public value formulación de políticas política política basada en evidencia salud pública valor público 公共价值 公共卫生 循证政策 政治 政策制定 Language of Keywords: English; Spanish; Chinese,"Choi, Yongjin^1 (AUTHOR)ychoi2@albany.edu Fox, Ashley M.^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160001616&site=ehost-live&scope=site"">Fact‐ value framework for adjudicating public health policy debates.</A> *Database: * Academic Search Premier",10.1111/ropr.12495,Article,12424,,1541-132X,,,,,"Review of Policy Research. Nov2022, Vol. 39 Issue 6, p820-844. 25p. 1 Diagram, 1 Chart.",*HEALTH policy *COVID-19 pandemic *PUBLIC support,Fact‐value framework for adjudicating public health policy debates.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160001616&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160001616&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160001616&site=ehost-live&scope=site>,y
PT-0523,172428622,,"Wemrell, Maria^1,2 (AUTHOR)maria.wemrell@lnu.se Gunnarsson, Lena^3 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=172428622&site=ehost-live&scope=site"">Claims in the clinic: A qualitative group interview study on healthcare communication about unestablished side effects of the copper IUD.</A> *Database: * Academic Search Premier",10.1371/journal.pone.0291966,Article,14479,SWEDEN,1932-6203,,,,,"PLoS ONE. 9/28/2023, Vol. 18 Issue 9, p1-27. 27p.",*COPPER intrauterine contraceptives *INTRAUTERINE contraceptives *MEDICAL personnel *MEDICAL care *PATIENT-centered care *EVIDENCE-based medicine,Claims in the clinic: A qualitative group interview study on healthcare communication about unestablished side effects of the copper IUD.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=172428622&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=172428622&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=172428622&site=ehost-live&scope=site>,y
PT-0524,158843727,aggregate mining conflict decision support system graph model for conflict resolution,"Philpot, Simone^1 sphilpot@uwaterloo.ca Hipel, Keith W.^2 kwhipel@uwaterloo.ca",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158843727&site=ehost- live&scope=site"">Investigating an Aggregate Mine Proposal Using the Graph Model for Conflict Resolution.</A> *Database: * Academic Search Premier",10.1080/24694452.2021.1994850,Article,,WATERLOO (Ont.),2469-4452,,,,,"Annals of the American Association of Geographers. 2022, Vol. 112 Issue 6, p1812-1832. 21p.",*AGGREGATE industry *MINERAL industries *CONFLICT management *GRAPHIC methods *DECISION support systems,Investigating an Aggregate Mine Proposal Using the Graph Model for Conflict Resolution.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158843727&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158843727&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158843727&site=ehost-live&scope=site>,n
PT-0525,134635503,,"Salisbury, Laney",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134635503&site=ehost-live&scope=site"">Art Forgers—Criminals or Heroes? In the Post-Truth Era It's Time for an Unequivocal Answer.</A> *Database: * Academic Search Premier",,Article,3462,,0037-783X,,,,,"Social Research. Winter2018, Vol. 85 Issue 4, p827-836. 10p.",*ART forgers *ART forgeries *CRIMINALS *ROGUES & vagabonds *ART industry *AUCTION houses,Art Forgers—Criminals or Heroes? In the Post-Truth Era It's Time for an Unequivocal Answer.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134635503&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134635503&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134635503&site=ehost-live&scope=site>,y
PT-0526,176040560,,"Miller, Denise^1 d.miller@gre.ac.uk Surendran, Shone^2 Towers, Emma^3",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=176040560&site=ehost- live&scope=site"">Decolonising the school curriculum: a special feature.</A> *Database: * Academic Search Premier",10.14324/LRE.21.1.06,Article,,,1474-8460,,"FLOYD, George, ca. 1973-2020",,,"London Review of Education. 2023, Vol. 21 Issue 1, p1-5. 5p.",*SCHOOL administration *CURRICULUM *ANTI-racism *DISCRIMINATION (Sociology),Decolonising the school curriculum: a special feature.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=176040560&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=176040560&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=176040560&site=ehost-live&scope=site>,n
PT-0527,162510419,attitude branding bullshit bullshitting lies lying marketing persuasion sleeper effect,"Petrocelli, John V.^1 (AUTHOR)petrocjv@wfu.edu Seta, Catherine E.^1 (AUTHOR) Seta, John J.^2 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162510419&site=ehost-live&scope=site"">Lies and bullshit: The negative effects of misinformation grow stronger over time.</A> *Database: * Academic Search Premier",10.1002/acp.4043,Article,8595,,0888-4080,,,,,"Applied Cognitive Psychology. Mar/Apr2023, Vol. 37 Issue 2, p409-418. 10p. 2 Graphs.",*CONSUMER attitudes *TRUST *MISINFORMATION *PERSUASION (Psychology) *ATTITUDE (Psychology),Lies and bullshit: The negative effects of misinformation grow stronger over time.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162510419&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162510419&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162510419&site=ehost-live&scope=site>,y
PT-0528,156784810,Collective intelligence gamification indigenous knowledge knowledge socialism knowledge socialist pedagogy MOOCs peer production virtual education,"Crain, Daniel E.^1 Hollings, Stephanie^2 Kayode, Hazzan Moses^3 Ogunniran, Moses Oladele^4 Worapot, Yodpet^2 Guañuna, Paola^2 Yasmeen, Tahira^2 Riaz, Anum^2 Samilo, Artem^2 Jiang, Yuhan^2 Bolanle, Ogunyemi Folasade^2 Jackson, Liz^5 Sturm, Sean^6",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156784810&site=ehost- live&scope=site"">Knowledge socialism in the COVID-19 era: A collective exploration of needs, forms, and possibilities.</A> *Database: * Academic Search Premier",10.1080/00131857.2021.1952864,Article,13707,,0013-1857,,"PETERS, Michael A., 1948-",,,"Educational Philosophy & Theory. Jun/Jul2022, Vol. 54 Issue 6, p761-782. 22p.",*COVID-19 pandemic *STUDENT engagement *SWARM intelligence *NEOLIBERALISM,"Knowledge socialism in the COVID-19 era: A collective exploration of needs, forms, and possibilities.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156784810&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156784810&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156784810&site=ehost-live&scope=site>,y
PT-0529,158941268,,"Queloz, Matthieu^1 (AUTHOR) Bieber, Friedemann^2 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158941268&site=ehost- live&scope=site"">Conceptual Engineering and the Politics of Implementation.</A> *Database: * Academic Search Premier",10.1111/papq.12394,Article,10185,,0279-0750,,,,,"Pacific Philosophical Quarterly. Sep2022, Vol. 103 Issue 3, p670-691. 22p.",*LIBERTY of conscience *ENGINEERING *PRACTICAL politics *TECHNOLOGICAL innovations,Conceptual Engineering and the Politics of Implementation.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158941268&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158941268&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158941268&site=ehost-live&scope=site>,y
PT-0530,152675173,,"Schafft, Kai A.^1 (AUTHOR)","UNITED States Capitol (Washington, D.C.)","<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152675173&site=ehost-live&scope=site"">Rurality and Crises of Democracy: What Can Rural Sociology Offer the Present Moment?</A> *Database: * Academic Search Premier",10.1111/ruso.12408,Article,11615,,0036-0112,,"TRUMP, Donald, 1946-",,,"Rural Sociology. Sep2021, Vol. 86 Issue 3, p393-418. 26p. 1 Graph.","*SOCIAL scientists *RURAL sociology *UNITED States Capitol Insurrection, 2021 *RURALITY *PRESIDENTIAL administrations *POLITICAL geography",Rurality and Crises of Democracy: What Can Rural Sociology Offer the Present Moment?,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152675173&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152675173&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152675173&site=ehost-live&scope=site>,y
PT-0531,151270050,,"Weingart, Peter^1,2 (AUTHOR) Joubert, Marina^3 (AUTHOR) Connoway, Karien^3 (AUTHOR)karienjoubert@sun.ac.za",EUROPEAN Union,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270050&site=ehost-live&scope=site"">Public engagement with science—Origins, motives and impact in academic literature and science policy.</A> *Database: * Academic Search Premier",10.1371/journal.pone.0254201,Article,15858,SOUTH Africa,1932-6203,,,,,"PLoS ONE. 7/7/2021, Vol. 16 Issue 7, p1-30. 30p.",*SCIENTIFIC literature *SCIENCE in literature *POLICY sciences *COMMUNICATION policy *SCIENTIFIC communication,"Public engagement with science—Origins, motives and impact in academic literature and science policy.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270050&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270050&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151270050&site=ehost-live&scope=site>,y
PT-0532,162726430,Anabolic steroids Digitisation Health and fitness industry Image and performance enhancing drugs (IPEDs) Online drugs market Social media,"Gibbs, Nick^1 (AUTHOR)N.gibbs@northumbria.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162726430&site=ehost- live&scope=site"">#Sponseredathlete: the marketing of image and performance enhancing drugs on Facebook and Instagram.</A> *Database: * Academic Search Premier",10.1007/s12117-023-09491-4,Article,,,1084-4791,,,Ahead of Print,,"Trends in Organized Crime. Mar2023, p1-40.",,#Sponseredathlete: the marketing of image and performance enhancing drugs on Facebook and Instagram.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162726430&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162726430&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162726430&site=ehost-live&scope=site>,n
PT-0533,162635883,Intercultural Communication Education non-normative ethics Post-Truth Truth,"Simpson, Ashley^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162635883&site=ehost- live&scope=site"">Reconfiguring Intercultural Communication Education through the dialogical relationship of Istina (Truth) and Pravda (Truth in Justice).</A> *Database: * Academic Search Premier",10.1080/00131857.2022.2098109,Article,6560,,0013-1857,,"BAKHTIN, M. M. (Mikhail Mikhailovich), 1895-1975",,,"Educational Philosophy & Theory. Apr2023, Vol. 55 Issue 4, p456-467. 12p.",*CROSS-cultural communication in education *ISTINA (The Slavic word) *LANGUAGE & culture *RUSSIAN language,Reconfiguring Intercultural Communication Education through the dialogical relationship of Istina (Truth) and Pravda (Truth in Justice).,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162635883&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162635883&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162635883&site=ehost-live&scope=site>,y
PT-0534,154068639,communication Elias emotion habitus informalisation knowledge post-truth rationality,"Malcolm, Dominic^1 d.e.malcolm@lboro.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068639&site=ehost-live&scope=site"">Post- Truth Society? An Eliasian Sociological Analysis of Knowledge in the 21st Century.</A> *Database: * Academic Search Premier",10.1177/0038038521994039,Article,8406,,0038-0385,,,,,"Sociology. Dec2021, Vol. 55 Issue 6, p1063-1079. 17p.",*SOCIOLOGY of knowledge *TRUTH *SOCIOLOGICAL research *COMMUNICATION *EMOTIONS *REASON,Post-Truth Society? An Eliasian Sociological Analysis of Knowledge in the 21st Century.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068639&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068639&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068639&site=ehost-live&scope=site>,n
PT-0535,174403557,Anthropocene ecological crises islam muslim religious leaders planetary health,"El-Sherbini, Mona Said^1,2,3,4 (AUTHOR)monas.elsherbini@kasralainy.edu.eg Tajudeen, Yusuf Amuda^4,5,6,7 (AUTHOR)iyiolaoladunjoye@gmail.com Oladipo, Habeebullah Jayeola^4,5,7,8 (AUTHOR) Oladunjoye, Iyiola Olatunji^5,9 (AUTHOR) Adebayo, Aminat Olaitan^7,10 (AUTHOR) Mahmood, Jemilah^11 (AUTHOR)jemilah@sunway.edu.my",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174403557&site=ehost- live&scope=site"">Planetary Health and Anthropocene Discourse: The Role of Muslim Religious Leaders.</A> *Database: * Academic Search Premier",10.3390/challe14040046,Article,10511,,2078-1547,,,,,"Challenges (20781547). Dec2023, Vol. 14 Issue 4, p46. 16p.",*RELIGIOUS leaders *ANTHROPOCENE Epoch *VALUES (Ethics) *PUBLIC health ethics *JUSTICE *CLIMATE change mitigation *INDIGENOUS children,Planetary Health and Anthropocene Discourse: The Role of Muslim Religious Leaders.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174403557&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174403557&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174403557&site=ehost-live&scope=site>,y
PT-0536,156241173,Challenges Disinformation Europe Fact-checking Fake news Filtering Filters France Italy Journalism Mediterranean Portugal Spain Verification,"Moreno-Gil, Victoria^1 vmorenog@nebrija.es Ramon-Vegas, Xavier^2 marcel.mauri@upf.edu Mauri-Ríos, Marcel^2 xavier.ramon@upf.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156241173&site=ehost-live&scope=site"">Bringing journalism back to its roots: examining fact-checking practices, methods, and challenges in the Mediterranean context.</A> *Database: * Academic Search Premier",10.3145/epi.2022.mar.15,Article,,,1386-6710,,,,,"El Profesional de la Información. Mar/Apr2022, Vol. 31 Issue 2, p1-16. 16p. 1 Diagram, 5 Charts.",*JOURNALISM *MASS media *INFORMATION resources *DIGITAL technology *ACCESS to information *FREEDOM of the press,"Bringing journalism back to its roots: examining fact-checking practices, methods, and challenges in the Mediterranean context.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156241173&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156241173&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156241173&site=ehost-live&scope=site>,n
PT-0537,162911935,fake news Narrative post-truth public diplomacy soft power,"Saliu, Hasan^1 hasan.saliu@aab-edu.net",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162911935&site=ehost- live&scope=site"">Narratives of Public Diplomacy in the post-Truth Era: The decline of Soft Power.</A> *Database: * Academic Search Premier",10.15581/003.36.2.209-224,Article,,,2386-7876,,,,,"Communication & Society. 2023, Vol. 36 Issue 2, p209-224. 16p.","*PUBLIC diplomacy *SOFT power (Social sciences) *FAKE news *COLD War, 1945-1991 *NARRATIVES",Narratives of Public Diplomacy in the post-Truth Era: The decline of Soft Power.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162911935&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162911935&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162911935&site=ehost-live&scope=site>,n
PT-0538,149284138,Affect ethics Levinas literacy,"Parker, Lana^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=149284138&site=ehost-live&scope=site"">Literacy in the post-truth era: The significance of affect and the ethical encounter.</A> *Database: * Academic Search Premier",10.1080/00131857.2020.1803834,Article,,,0013-1857,,"LEVINAS, Emmanuel, 1906-1995",,,"Educational Philosophy & Theory. Jun2021, Vol. 53 Issue 6, p613-623. 11p.",*EDUCATION ethics *PUBLIC institutions *MEDIA literacy *INDIVIDUALISM,Literacy in the post-truth era: The significance of affect and the ethical encounter.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=149284138&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=149284138&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=149284138&site=ehost-live&scope=site>,y
PT-0539,155481917,,"Drahozal, Christopher R.^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155481917&site=ehost- live&scope=site"">ARBITRATION AND RULE PRODUCTION.</A> *Database: * Academic Search Premier",,Article,,,0008-7262,,,,,"Case Western Reserve Law Review. Fall2021, Vol. 72 Issue 1, p91-139. 49p.",*ARBITRATION & award *COURTS *LEGAL settlement *ACTIONS & defenses (Law) *EMPLOYMENT,ARBITRATION AND RULE PRODUCTION.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155481917&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155481917&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155481917&site=ehost-live&scope=site>,n
PT-0540,134266588,Assange Catalonia Independence movement Misinformation Partisan networking Political worldview Post-truth WikiLeaks Cataluña Cosmovisión política Desinformación Movimiento independentista Posverdad Redes partisanas Language of Keywords: English; Spanish,"Del-Fresno-García, Miguel^1 mdelfresno@der.uned.es Manfredi-Sánchez, Juan-Luis^2 juan.manfredi@uclm.es",WIKILEAKS (Organization),"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134266588&site=ehost- live&scope=site"">POLITICS, HACKERS AND PARTISAN NETWORKING. MISINFORMATION, NATIONAL UTILITY AND FREE ELECTION IN THE CATALAN INDEPENDENCE MOVEMENT.</A> *Database: * Academic Search Premier",10.3145/epi.2018.nov.06,Article,,,1386-6710,,"ASSANGE, Julian, 1971-",,,"El Profesional de la Información. nov/dic2018, Vol. 27 Issue 6, p1225-1238. 14p. 2 Color Photographs, 1 Diagram, 1 Chart, 3 Graphs.",*MISINFORMATION *AUTONOMY & independence movements *FAKE news *PARTISANSHIP *COMPUTER hackers *TWENTY-first century CATALONIA (Spain) politics & government,"POLITICS, HACKERS AND PARTISAN NETWORKING. MISINFORMATION, NATIONAL UTILITY AND FREE ELECTION IN THE CATALAN INDEPENDENCE MOVEMENT.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134266588&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134266588&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=134266588&site=ehost-live&scope=site>,n
PT-0541,133676304,fragility-assumption knowledge-games post-truth condition precautionary proactionary social constructionism social power,"Richmond, Sheldon^1 askthephilosopher@gmail.com",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133676304&site=ehost-live&scope=site"">Post- Truth: Knowledge as a Power Game.</A> *Database: * Academic Search Premier",10.1177/0048393118814763,Article,6687,,0048-3931,Journal available in UVA libraries,,,,"Philosophy of the Social Sciences. Jan2019, Vol. 49 Issue 1, p69-84. 16p.",*SOCIAL constructionism *POWER (Social sciences) *SOCIAL engineering (Political science) *POLITICAL philosophy *SOCIAL theory,Post-Truth: Knowledge as a Power Game.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133676304&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133676304&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133676304&site=ehost-live&scope=site>,n
PT-0542,152105419,,"Stilley, Harriet^1 (AUTHOR)Harriet.Stilley@mu.ie",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152105419&site=ehost-live&scope=site"">Make America Hate Again: Trump-Era Horror and the Politics of Fear, Victoria McCollum (ed.) (2019).</A> *Database: * Academic Search Premier",10.1386/ejac_00050_5,Article,1559,NEW York (State),1466-0407,,,,MAKE America Hate Again: Trump-Era Horror & the Politics of Fear (Book),"European Journal of American Culture. Jun2021, Vol. 40 Issue 2, p171-174. 4p.",*HORROR *PRACTICAL politics *HATE,"Make America Hate Again: Trump-Era Horror and the Politics of Fear, Victoria McCollum (ed.) (2019).",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152105419&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152105419&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152105419&site=ehost-live&scope=site>,y
